index,Finnish,frequency,English
27242,piileskelet,303,lunch
27243,haettiin,303,retrieved
27244,käytöksensä,303,behavior
27245,metron,303,metro
27246,tykkäsit,303,jetched
27247,kuulleensa,303,heard
27248,maailmassani,303,In my world
27249,hienompi,303,finer
27250,kapinaa,303,rebellion
27251,kowalski,303,kowalski
27252,karatea,303,karate
27253,luottamukseni,303,my confidence
27254,loisin,303,parasitic
27255,uskoisit,303,would you believe
27256,bowler,303,Bowler
27257,magic,303,magic
27258,tiukkana,303,tight
27259,hallituksemme,303,Our government
27260,suunne,303,mouth
27261,yhteyksissä,303,in connection with
27262,lompakkoa,303,wallet
27263,sparky,303,sparky
27264,myymisestä,303,selling
27265,bunkkeriin,303,to the bunker
27266,eromme,303,we are separated
27267,seikkailun,303,adventure
27268,ratsaille,303,for ride
27269,suunnitelmista,303,plans
27270,niskassa,303,in the neck
27271,katherinen,303,katherinen
27272,neuvomaan,303,advise
27273,makuuhuoneesta,303,from the bedroom
27274,kallio,303,rock
27275,kouluissa,303,in schools
27276,göring,303,göring
27277,miehistölle,303,to the crew
27278,jakaminen,303,distribution
27279,vuode,303,bed
27280,uhkaillut,303,threatened
27281,baareissa,303,in bars
27282,omenaa,303,apple
27283,marssimme,303,our march
27284,ystävänpäivänä,303,On Valentine's Day
27285,naisi,303,female
27286,olostasi,303,on
27287,särjit,303,outfit
27288,suostuivat,303,agreed
27289,kahvilasta,303,from the café
27290,niitäkin,303,even
27291,keski-ikäinen,302,middle-aged
27292,ryhdyt,302,go
27293,trauma,302,trauma
27294,kullia,302,mall
27295,yhdysvalloista,302,from the US
27296,tapaamistamme,302,We meet
27297,katsoitte,302,looked
27298,taistelukentällä,302,on the battlefield
27299,trek,302,trek
27300,menemällä,302,by going
27301,hr,302,hr
27302,omakseen,302,in one's own
27303,tuii,302,support
27304,häneiiä,302,she
27305,syötäväksi,302,to be edible
27306,altaasta,302,from the pool
27307,uskollisesti,302,faithfully
27308,muutitko,302,Did you change
27309,selviytyjiä,302,survivors
27310,suuremmalla,302,on a larger
27311,conner,302,Conner
27312,verkosto,302,network
27313,pyri,302,toughen
27314,tuurata,302,tumor
27315,estit,302,obtain
27316,sullivanin,302,Sullivan
27317,tossa,302,in
27318,oudoista,302,strange
27319,riskinsä,302,their risk
27320,annetaanko,302,whether
27321,jotakuinkin,302,some what
27322,ripaus,302,touch
27323,hanurista,302,Hanuri
27324,varjoa,302,shade
27325,suunnattoman,302,enormous
27326,kynsistä,302,nail
27327,muistattehan,302,remembering
27328,minullako,302,me
27329,varauksen,302,reservation
27330,tahti,302,pace
27331,sananvaltaa,302,say
27332,näyttäneet,302,displayed
27333,watts,302,watts
27334,aloiteta,302,initiate
27335,käynnistetty,302,launched
27336,takavarikoi,302,confiscate
27337,pyramidin,302,pyramid
27338,parantumaton,302,incurable
27339,päästitte,302,let
27340,hautasimme,302,We bury
27341,harmon,302,harmonious
27342,jatkammeko,302,We will continue
27343,murph,302,murph
27344,järjestettyä,302,arranged
27345,maia,302,maiden
27346,sukupuolen,302,sex
27347,todistamassa,302,witness
27348,oopperassa,302,in the opera
27349,vaalia,302,cherish
27350,jussi,302,jussi
27351,jäsenenä,302,as a member
27352,murron,302,murder
27353,asianajajalleni,302,For my lawyer
27354,enrique,302,enrique
27355,kootaan,302,gather
27356,pekoni,302,bacon
27357,istuva,302,sitting
27358,kasetin,302,cassette
27359,syytit,302,prudentials
27360,silmääni,302,my eyes
27361,kofeiinia,302,caffeine
27362,tammi,302,oak
27363,regan,302,regan
27364,sisälsi,302,contained
27365,karkit,302,candy
27366,astutte,302,step
27367,tuomioistuimen,302,court
27368,selena,302,selena
27369,weiss,302,weiss
27370,maksaako,302,do
27371,kaikelta,301,for everything
27372,yksinäisen,301,lonely
27373,nukahdan,301,nose
27374,moody,301,moody
27375,sallitaan,301,permitted
27376,kyllästyy,301,gets bored
27377,kenzi,301,Kenzi
27378,huomiosta,301,out of attention
27379,kiipeää,301,climb
27380,vastarinnan,301,resistance
27381,käsittelyssä,301,reading
27382,australia,301,Australia
27383,jimmylle,301,to Jimmy
27384,päädyitte,301,you end up
27385,nicolas,301,nicolas
27386,varrelta,301,steer
27387,luottamuksesi,301,your trust
27388,seuralaista,301,follow-up
27389,wilde,301,Wilde
27390,saapuvan,301,incoming
27391,zoom,301,zoom
27392,esteban,301,Esteban
27393,sydärin,301,Sydarin
27394,koettelee,301,lodge
27395,liikeasiat,301,business
27396,isoilla,301,on
27397,lähtöni,301,my departure
27398,kurkussa,301,in the throat
27399,koordinaatteja,301,Coordinates
27400,tappelusta,301,attempt
27401,connors,301,connors
27402,solujen,301,cells
27403,lopetitte,301,you stopped
27404,venetsiassa,301,In Venice
27405,ylitämme,301,we cross
27406,korviin,301,to the ears
27407,harjaa,301,brush
27408,pyjama,301,pajamas
27409,liikkeistä,301,from motion
27410,sipuli,301,onion
27411,tästähän,301,on this
27412,kiinnitetään,301,be fixed
27413,piirretty,301,animated
27414,siivottu,301,clean-up
27415,kokeilee,301,try
27416,rintaliivit,301,bra
27417,tolvana,301,ignoramus
27418,tukeni,301,supported
27419,tavattiin,301,were met
27420,kaivella,301,scavenge
27421,viola,301,viola
27422,tilanneraportti,301,status report
27423,kuolinsyyn,301,to death
27424,pikkukaupungin,301,small town
27425,epäonnistuivat,301,failed
27426,hahmoa,301,character
27427,taputtaa,301,to clap
27428,sosiaalisen,301,social
27429,todistusta,301,certificate
27430,tauluja,301,tables
27431,hometta,300,mildew
27432,tarvitsemmeko,300,Do we need
27433,kahdeksaa,300,eight
27434,infektio,300,infection
27435,taakan,300,burden
27436,kaulasta,300,from the neck
27437,reissuun,300,tow
27438,burrows,300,Burrows
27439,taianomaista,300,magical
27440,suorita,300,run
27441,daddy,300,Daddy
27442,aston,300,Aston
27443,halut,300,desire
27444,mielemme,300,Our mind
27445,mielenkiintoisen,300,interesting
27446,oikeustalolla,300,At the right of law
27447,myyminen,300,sale
27448,lyhenne,300,abbreviation
27449,vittupää,300,fuck
27450,liata,300,foul
27451,shadow,300,Shadow
27452,päissään,300,fuddled
27453,alberto,300,Alberto
27454,davenport,300,Davenport
27455,ronon,300,ronnon
27456,kiistellä,300,argue
27457,ihmissuden,300,humanity
27458,aprilin,300,April
27459,periaatteita,300,principles
27460,juttelitte,300,chatted
27461,ylpeyteni,300,pride
27462,irak,300,Iraq
27463,terveyttä,300,health
27464,vitusta,300,toll
27465,marthan,300,Martha
27466,hoviin,300,to
27467,hurmata,300,charm
27468,toivoakaan,300,hoping
27469,uskomattomat,300,incredible
27470,odottaisitko,300,Would you expect
27471,luigi,300,Luigi
27472,errol,300,errool
27473,jälki-istuntoa,300,detention
27474,peruutettu,300,off
27475,taiteellinen,300,artistic
27476,pilvissä,300,in the clouds
27477,kouluni,300,my school
27478,sellaisenaan,300,as such
27479,säilöön,300,for safekeeping
27480,vapaudut,300,release
27481,abdul,300,abdul
27482,vaikeammaksi,300,harder
27483,franciscosta,300,Francisco
27484,tulikuuma,300,flock
27485,tupakoida,300,smoke
27486,kuuluiko,300,originated
27487,suunnittelemaan,300,design
27488,kysyisit,300,would
27489,kiltit,300,pit
27490,internetiin,300,to the internet
27491,fantasiaa,300,fantasy
27492,ihmisissä,300,in people
27493,toimivatko,300,do
27494,kauhusta,300,horror
27495,ylety,300,general
27496,harhautuksen,300,illusion
27497,jet,300,jet
27498,propagandaa,300,propaganda
27499,kivillä,300,on the rocks
27500,äänestävät,300,vote
27501,sanomalehti,299,newspaper
27502,alttiiksi,299,exposed
27503,reagoit,299,react
27504,laitosta,299,the facility
27505,futista,299,fut
27506,rintaani,299,my chest
27507,opasta,299,guide
27508,suostumme,299,We agree
27509,aloha,299,Aloha
27510,menisitte,299,you would go
27511,sieppaajat,299,catcher
27512,logo,299,logo
27513,avaruusoliot,299,spacecraft
27514,ainiaan,299,A personia
27515,yleisössä,299,in the public
27516,huvikseni,299,funny
27517,amerikkalaisista,299,Americans
27518,tulevaisuudelle,299,to the future
27519,castillo,299,Castillo
27520,ralphie,299,Ralphie
27521,albertin,299,Albert
27522,kilpailemaan,299,to compete
27523,ihmeiden,299,wonders
27524,saaneeni,299,received
27525,raskaat,299,heavy
27526,ansaitsisi,299,would earn
27527,lääkityksen,299,medication
27528,stressin,299,stress
27529,kohtaukset,299,scenes
27530,kuninkaallista,299,royal
27531,toteaa,299,notes
27532,kirjanpidon,299,accounting
27533,syvemmältä,299,deeper from
27534,aliarvioit,299,underestimated
27535,äänestäjät,299,electorate
27536,viheltää,299,whistle
27537,älypää,299,smart ass
27538,vilisee,299,bristle
27539,denver,299,denver
27540,tekojen,299,deeds
27541,luotimme,299,We created
27542,kiinnitti,299,drew
27543,egyptiläiset,299,Egyptians
27544,ammuitko,299,Did you shoot
27545,kritiikkiä,299,criticism
27546,sakko,299,fine
27547,osallistuvat,299,participating
27548,kysytä,299,ask
27549,epäilyttää,299,doubt
27550,place,299,place
27551,pintasi,299,your surface
27552,tekosyytä,299,excuse
27553,suojaamaan,299,protect
27554,pluto,299,Pluto
27555,pelästy,299,afoot
27556,dokumenttia,299,document
27557,mustalainen,299,gypsy
27558,vangeille,299,to the prisoners
27559,edwardin,299,Edward
27560,judd,299,judd
27561,newtonin,299,Newton
27562,katkaiskaa,299,cut off
27563,kreikassa,299,In Greece
27564,amfetamiinia,299,amphetamine
27565,auttamisesta,299,for helping
27566,julkisuudessa,298,in public
27567,löytämisestä,298,about finding
27568,tarttuvat,298,seize
27569,karanneet,298,sparkle
27570,pysyttelen,298,staying
27571,hiivin,298,wing
27572,uhkailee,298,threaten
27573,bändiin,298,to the band
27574,hara,298,cultivator
27575,harvassa,298,sparse
27576,surmaa,298,mourn
27577,isänmaan,298,motherland
27578,yllätyitkö,298,you wondered
27579,myöhäinen,298,late
27580,17-vuotiaana,298,At the age of 17
27581,keltaisia,298,yellow
27582,kiitollisuutta,298,gratitude
27583,myötätuntoinen,298,compassionate
27584,keen,298,keen
27585,hammaskeiju,298,dental
27586,rimaksi,298,rim
27587,muurahaiset,298,ants
27588,kynsiä,298,claw
27589,itsestäänselvyytenä,298,for granted
27590,hyvyyttä,298,goodness
27591,kaivanut,298,dig
27592,perustanut,298,set up
27593,ruutuun,298,box
27594,läsnäolosi,298,your presence
27595,perjantaihin,298,to Friday
27596,sadun,298,fairy
27597,karkaavat,298,leap
27598,vastaanottoon,298,to the reception
27599,milesin,298,miles
27600,onnenpotku,298,stroke of luck
27601,housuihisi,298,pants
27602,takananne,298,behind you
27603,kultaiset,298,golden
27604,jeah,298,Jeah
27605,olisivatko,298,would
27606,tunsiko,298,felt
27607,know,298,Know
27608,moose,298,mose
27609,annabelle,298,Annabelle
27610,iloisena,298,in a cheerful state
27611,irakista,298,Iraq
27612,braun,298,Braun
27613,takeita,298,guard
27614,oikeissa,298,right
27615,hamlet,298,Hamlet
27616,tulli,298,customs
27617,hävitti,298,disappeared
27618,harrisonin,298,harrison
27619,mafiaan,298,to mafia
27620,julkisuuden,298,public
27621,caldwell,298,Caldwell
27622,paulille,298,to Paul
27623,mullan,298,mold
27624,persoonallisuus,298,personality
27625,jäätynyt,298,frozen
27626,selustani,298,on my browse
27627,omastani,298,on my own
27628,wilder,298,Wilder
27629,right,298,right
27630,huomasitte,298,discovered
27631,keskeyttänyt,298,suspended
27632,käyttäydyit,298,behave
27633,tätinsä,297,his aunt
27634,duncanin,297,Duncan
27635,perseensä,297,on
27636,jäädyttää,297,freeze
27637,pied,297,pied
27638,alusten,297,vessels
27639,julman,297,cruel
27640,surullisen,297,sad
27641,tietokoneiden,297,Computers
27642,valehteletko,297,do you lie
27643,missata,297,miss
27644,seitsemässä,297,in seven
27645,clarice,297,Clarice
27646,tähteitä,297,residues
27647,tulitkin,297,the fire
27648,neitsyen,297,virgin
27649,selviksi,297,clear
27650,ulkoministeriö,297,State Department
27651,laatuun,297,in quality
27652,forman,297,Forman
27653,orkesterin,297,orchestra
27654,loun,297,lunch
27655,opiskele,297,study
27656,marsista,297,from Mars
27657,semmonen,297,like that
27658,wellsin,297,Wells
27659,opetatko,297,do you teach
27660,syntymäpäivänä,297,on the birthday
27661,puutarhaa,297,garden
27662,viva,297,viva
27663,mediaa,297,media
27664,luottokortit,297,plastic
27665,madeleine,297,Madeleine
27666,upein,297,gorgeous
27667,tulitus,297,fire
27668,noituutta,297,witchcraft
27669,nemo,297,nemo
27670,aleksanteri,297,Alexander
27671,vauvalla,297,baby
27672,tiukkoja,297,rigid
27673,määräävät,297,determine
27674,hilpeä,297,hilarious
27675,äly,297,intellect
27676,pikimmiten,297,as soon as possible
27677,vaimollenne,297,to your wife
27678,selkis,297,clergy
27679,aloitte,297,initiative
27680,einsteinin,297,Einstein
27681,pihalta,297,from the yard
27682,seuraansa,297,follow
27683,varastolla,297,in stock
27684,uskosta,297,faith
27685,testiin,297,test
27686,tukehtui,297,chipped
27687,ryöstössä,297,in a robbery
27688,milly,297,milly
27689,käärmettä,297,snake
27690,herneitä,297,peas
27691,paulia,297,paul
27692,lausetta,297,phrase
27693,kirveellä,297,ax
27694,repesi,297,repel
27695,roistojen,297,rogue
27696,piknikille,297,For a picnic
27697,ammus,297,projectile
27698,potilaista,297,patients
27699,setelit,297,banknotes
27700,sotilaista,297,soldiers
27701,pöljä,297,dust
27702,realistinen,297,realistic
27703,pilotin,297,pilot
27704,epäilisi,296,would suspect
27705,koonnut,296,compiled
27706,opiskelua,296,study
27707,axe,296,ax
27708,rakastajani,296,my lover
27709,hybridi,296,hybrid
27710,kinkku,296,ham
27711,romanttisia,296,romantic
27712,rumilus,296,monstrosity
27713,osavaltiota,296,state
27714,jyrää,296,rumble
27715,omituiselta,296,strangled
27716,kohteliaisuudesta,296,courtesy
27717,bev,296,bev
27718,isukin,296,isukin
27719,tupakalle,296,tobacco
27720,projektissa,296,in the project
27721,elegantti,296,chic
27722,nuorina,296,young
27723,muinaisia,296,ancient
27724,live,296,live
27725,marcusin,296,Marcusin
27726,sanoikin,296,say
27727,vampyyriksi,296,vampire
27728,sweeney,296,Sweeney
27729,työpaikasta,296,from the workplace
27730,pitihän,296,pit
27731,pyörinyt,296,rotatable
27732,elintärkeää,296,vital
27733,miettimättä,296,wondering
27734,purkaus,296,eruption
27735,atlantaan,296,Atlanta
27736,kelluu,296,float
27737,keskittyvät,296,focus on
27738,dallasiin,296,to Dallas
27739,hotellihuoneessa,296,In the hotel room
27740,tunnelista,296,tunnel
27741,kymmeneksi,296,to ten
27742,kerroitteko,296,do you tell
27743,saha,296,saw
27744,taloudellista,296,economic
27745,valtaistuimelle,296,to the throne
27746,roadin,296,Road
27747,kuuntelimme,296,We listened to
27748,siirtävät,296,move
27749,panoksenne,296,input
27750,asentoon,296,position
27751,kilpailevat,296,compete
27752,murjottaa,296,sulk
27753,pyytäisit,296,would you ask for
27754,ulrich,296,Ulrich
27755,täytämme,296,We fill in
27756,koitua,296,incur
27757,hylkäämään,296,reject
27758,pettämistä,296,betrayal
27759,jauhoja,296,flour
27760,pilailla,296,ruffle
27761,sänkyysi,296,bed
27762,piirteet,296,features
27763,puukon,296,wooden
27764,ryyppäämään,296,rumble
27765,myrskystä,296,storm
27766,thatcher,296,thatcher
27767,aloilleen,296,in
27768,yllättyisit,296,would you surprise
27769,kuulusteltiin,296,interrogated
27770,kestäneet,296,sustainable
27771,diktaattori,296,dictator
27772,kylppärissä,295,in a bath
27773,sukka,295,sock
27774,sileä,295,smooth
27775,tykkäätte,295,you like
27776,vastaatko,295,Do you match
27777,vuosipäivää,295,anniversary
27778,taivaisiin,295,to the heavens
27779,yökerho,295,nightclub
27780,työparini,295,parish
27781,keräämässä,295,collecting
27782,hullusta,295,mad
27783,puheenaihe,295,talk
27784,kunnioittanut,295,respected
27785,rommel,295,rommel
27786,varhainen,295,early
27787,työkaverini,295,my colleague
27788,finaali,295,final
27789,laiturin,295,pier
27790,kongressiin,295,to the congress
27791,näytökseen,295,display
27792,muistitko,295,Did you remember
27793,millaisista,295,what kind of
27794,risteys,295,intersection
27795,albumi,295,album
27796,giselle,295,gisen
27797,tähtiportin,295,star
27798,lennokki,295,model
27799,mardi,295,mardi
27800,lahjana,295,with compliments
27801,kaivakaa,295,dig
27802,wing,295,wing
27803,balettia,295,ballet
27804,korostus,295,accent
27805,juonia,295,plot
27806,varjostaa,295,shade
27807,palautettiin,295,returned
27808,vähänkin,295,for a bit
27809,kireällä,295,tight
27810,henryä,295,Henry
27811,kasvoilleni,295,on my face
27812,luokalta,295,rally
27813,moiti,295,criticize
27814,värikäs,295,colorful
27815,haluamaansa,295,desired
27816,haitata,295,hinder
27817,puolustautumaan,295,to defend
27818,cedric,295,cedric
27819,parrish,295,parrish
27820,avaruusolentojen,295,spaceships
27821,ärsyttäviä,295,annoying
27822,palvovat,295,worship
27823,haaveilla,295,dream
27824,seksikkäät,295,sexy
27825,filosofian,295,philosophical
27826,vanhenee,295,expire
27827,vastanneet,295,responded
27828,kuoria,295,skim
27829,pitäisimme,295,We should
27830,sairaalalle,295,to the hospital
27831,pysyviä,295,permanent
27832,toteutan,295,I will implement
27833,yleensäkin,295,in general
27834,ryhmänsä,295,their group
27835,campbellin,295,Campbell
27836,koskin,295,on
27837,useissa,295,in several
27838,vuotamaan,295,spill
27839,kantilta,295,from a position
27840,ilmoittivat,295,reported
27841,pupillit,295,pupils
27842,patologi,295,pathologist
27843,pahoittelemme,295,we apologize
27844,francesco,295,Francesco
27845,henkilöiden,295,persons
27846,luottokortteja,295,Credit cards
27847,säästät,295,save
27848,pino,295,stack
27849,parturissa,295,in a barrant
27850,porsas,295,piglet
27851,hyväntekeväisyys,295,charity
27852,tunnistetaan,295,identified
27853,edistymme,295,We are making progress
27854,manson,295,manson
27855,pidättelen,295,holding
27856,loukkaava,295,defamatory
